앱으로도 배달되세요? 어떤앱에 가입되어 있으신데요?	배달의 민족하고 요기요입니다
아 그럼 위치가 어떻게 돼요?	평리 4동 청구아파트 바로 앞에 있거든요
그럼 배달해주세요	주소 적어주세요
이제 레몬은 안 파시는 거에요?	아니에요, 레몬도 있으면 갖다 놓을께요.
여기서 관리하는 데는 없어요?	따로 없고 주차비 천 원을 빼어드려요
오이소박이도 있나요?	다 떨어졌어요
양파 들어왔나요?	오늘 들어왔어요
돼지고기는 국내산이에요?	국내산이에요
에이드가 차가운거죠?	에이드는 차갑게, 따뜻하게 모두 가능합니다
화장실은 어디 있나요?	2층에 있습니다
빨리 나오죠?	뚝배기는 10분 정도 걸려요
네 고객님 주소가 어떻게 되시나요?	신정동 ㅇㅇ아파트 201호요
오늘 회는 뭐가 좋나요	방어가 좋아요
고객님 찾으시는 케이크는 품절인데, 이 생크림 케이크는 괜찮으신지요?	생크림이라 많이 달 거 같은데
백설기는 한 되에 얼마나 나와요?	백설기는 한 되에 16개가 나와요
금액은 어느 정도 예상하시나요?	한 오만 원 정도 생각하고 있습니다
찾으러 오실 건가요?	따로 배송 부탁드릴게요
양 꼬치랑 마파두부 주세요	잠시만 기다려 주세요
혹시 부드러운 고기 부위 추천좀 해주시겠어요?	그럼이제 자리 안내해드릴게요
그럼 탕수육과 어울리는 맥주 있나요?	같이 세팅해드리겠습니다
네 주스는 여기서 마시고 커피는 테이크아웃 해주세요	준비되면 진동벨로 알려드릴게요
여기서 조금만 기다려주시겠어요?	여기 앉아있을게요
포인트 있으신가요?	있어요
그러면 예가체프로 주세요	부드러워서 아메리카노 안 좋아하시는 분들도 많이 선택하세요
소불고기는 수입산이에요 국산?	수입입니다 호주산이요
커피는 텀블러에 담아주세요	텀블러 할인되셔서 4000원 결제 도와드리겠습니다
초밥도시락도 주문 가능한가요?	주문 가능한 도시락 종류는 메뉴판 위쪽에 보시면 있어요
안심 500g만 주세요	소고기 안심 500g 드릴게요
라지 사이즈는 얼마에요?	5000원입니다
짜장 이런 건 들어가는가요?	안 들어갑니다
알겠습니다 드시고 가시나요?	5500원입니다
이게 위에 올라가있는게 생크림이죠?	호두 크림이에요.
아메리카노에는 안 올린다구요?	모카에 휘핑크림이 올라가고, 다른 크림이 있긴 하지만 여기서는 판매하지 않습니다
계산할게요 얼마예요?	4500원이요
네 여기 몇 시까지 해요?	24시간하는데 버거는 4시 부터는 안 팔아요 10시 반까지는 모닝 팔고 있어요
고구마는요?	고구마 좋아하시는 분들은 좋아하세요
보관은 냉장 보관하는 거죠?	냉장 보관하시면 됩니다
마카롱은 3개에 6900원인가요?	맞습니다
피망이요?	파프리카에요.
주로 뭐를 많이 먹어요 오면?	모임이니까 수육 하시고 전이나 식사 많이 하세요
몇 시까지요?	아홉시까지요
계산이요	팔천 원입니다
영수증 드릴까요?	영수증은 따로 주세요
안녕하세요. 이거 종류 어떤 거 있어요?	메뉴판 있어요
맛이 많이 다른가요?	아무래도 알이 큰 게 맛있어요.
환갑 케이크 이런 거 하면 이단 케이크 주문해요?	환갑 케이크로 이단 케이크도 주문 가능해요
네 음료는 무엇으로 준비 해 드릴까요?	음료는 DIET COKE으로 주세요
서비스는 없습니까?	콜라, 음료수 정도 드릴 수 있어요
기름 없는 부위 있어요?	살코기로 드릴게요
저는 티라미슈인절미를 구매하고 싶은데 많이 단 가요?	그 제품은 그렇게 달지 않고 딱 적당해요
밀떡이면 놔두면 딱딱해지지 않나요?	되게 딱딱하고 그렇진 않아요
밥종류는?	밥은 이렇게 세가지요 볶음밥이랑 볶음밥 위에 치즈 올라가는거 있어요
와이파이 비번인가요 저기 영 여섯 개?	영 여섯 개에요
네, 여기는 1층뿐이고, 차는 지하에 주차 하셨어요?	지하에 주차했어요
그럼 루이보스 밀크티 하나 주시겠어요?	알겠습니다.
고등학생 간식으로 피자 어떤 거 잘 나가예?	학생들은 포테이토나 쉬림프 골드 그런 거 잘 나가요
치즈케이크은 얼마에요?	9000원입니다
배달도 돼요?	멀리는 안되고 가까운데요
카페 비엔나는 어떤거에요?	아메리카노에 휘핑 들어간거에요
송편도 열 개 주세요	만 천 원입니다
몇 개나 필요하신가요?	조금 작게 자르면 네 되에 오십 개까지 나와요
몇 시에 해요? 저번 오니깐 안 하던데	12시 다 돼서 해요
커피는 머그에 준비해 드려도 될까요?	괜찮아요
이거 테스트 해볼 수 있나요?	제가 도와드릴게요.
취소하고 한 번에 해주시면 안 될까요?	같이할게요
오, 세트로 묶으면 얼마가 할인 되는거죠 ??	마리당 천원으로 총 2,000원 할인되네요 .
혹시 온누리상품권은 되나요? 여기도 시장이라서	정확하게 잘 모르겠는데 안될 거예요 신청해야 하는가 보더라고요
샌드위치와 파이 종류가 있는데 준비해드릴까요?	샌드위치 여섯 개 준비해주세요
영수증 주세요	여기요
마약빵 한 봉지에 얼마죠?	3200원요
추천 반찬 있나요?	지금 막 메추리알 넣은 장조림 했는데 맛있어요
올리브 트위스트 한 개 포장해주세요	올리브 트위스트 한 개 삼천육백원, 포장해드릴게요
초밥만 포장해주시는 메뉴는 없어요?	샐러드랑 튀김 빼시면 초밥 두 피스 더 넣어드려요
국물이 빨개요?	하얀 국물이에요
자몽주스하고 자몽에이드는 뭐가 차이점이에요?	에이드에는 설탕이 들어갑니다
이 안에 냅킨도 다 들어가 있는 거예요?	케첩도 하나 들어가있어요
화장실 좀 이용할 수 있어요?	화장실 사용 가능합니다
몇 시에 문 열어요?	아침에 우리는 일곱 시부터 하고요 다른 곳은 모르겠어요
테이블에서 먹고 가도 되죠?	테이블에서 앉아 드세요
여기는 몇 시에 문 열어요?	열한 시요 근데 열한시 반은 넘어야 살 수 있어요
우엉차 있나요?	오늘 한 거예요
도라지무침 한 팩에 얼마에요?	2천 원입니다
영수증 받아야 하는데 깜빡했네요	영수증 드릴게요
비닐봉지 두 겹으로 좀 해주세요	저희 비닐 두꺼워요
따뜻한 물 한잔 주세요	잠시만 기다려 주세요
거기 매운 거밖에 없나요?	순한 것도 있어요
보관은 실내에 둬도 괜찮아요?	냉장보관 하세요
요즘 꽃게가 제철인가요?	아 네 4월은 꽃게철입니다
제가 선물 세트가 삼월 십오일쯤 필요하다면 그 전 날에 말씀드리면 되나요?	한 주 미리 말씀해주시면 저희가 좋은 물건을 빼놓을 수 있어요
배달료는 따로 받으세요?	일단 129300원이고 콜라 세 개 나가요
그러면 새우버거 세트 하나 하고요 핫크리스피버거 단품 한 개 주세요	할인하셔서 만 백오십 원 결제 도와드릴게요
예약도 받나요?	.
여기 문은 몇 시에 열어요?	저희 오픈은 11시부터예요
테이크아웃인가요?	매장에서 먹고 갈 거예요
아 그러면 배달비도 따로 내야 되나요?	배달비는 없습니다
네 드시고 가시는 건가요?	아뇨 테이크아웃이요
흑미빵은 맛이 어때요?	흑미빵도 마찬가지 안에 크림치즈 들어있어요.
신세계 포인트 사용이 되어있는데 신세계랑 관련이 있어요?	저희는 신세계 계열 스타벅스라서 전국 어디서든 신세계 적립과 상품권 사용이 가능합니다
전화로 하는 것 보다요?	오시는 게 제일 좋죠
구경해도 되나요?	백숙용 닭고기 손질하는 거 보셔도 돼요
작은 사이즈도 있나요?	원 사이즈에요
여기는 몇 시부터 몇 시까지 영업해요?	저희 열한 시부터 아홉 시까지 해요
목살로 한근 주세요	잠시만요
현금영수증도 해주세요	아래에 번호 입력해주세요
여기 물티슈 한 장만 주시겠어요?	여기요
돼지고기는 지방 좀 있는 거로 드릴까요?	지방 적당히 있는 돼지고기로 주세요
영수증 하나 주실래요?	여기 드릴게요
아 네 성함은요?	김철수입니다
돼지고기 있나요?	2명이면 삼겹살 1근만 드릴게요
호밀 식빵은 없나요?	호밀 식빵은 아직 안 나왔어요
언제 만들었어요?	조금전에 만들었는데요
곰탕에 고기도 좀 들어가요?	곰탕에 고기 추가하면 삼천원이요
콜라 작은 거 500ml는 얼마에요?	콜라 작은 거 1500원이고 큰 거는 1800원요
식빵 한 개에 얼마에요?	식빵은 2700원이에요
그러면 날개하고 봉하고. 또 뭐 있나요?	날개하고 봉하고 닭 다리까지 들어간 게 있습니다
한방 수육 맛있어요?	무항생제 삼겹살 써서 껍질이 정말 맛있어요
몇 시부터 몇 시까지 문 열어요?	아홉시 반에서 아홉시 반까지예요
조용한 자리로 부탁드려요	잠시 후 주문 도와드리겠습니다
재료가 뭐뭐 들어가요?	이 떡에는 소금하고 쌀만 들어가요
지금 배달 가능한가요?	가능합니다.
사장님 딸기 이거 말고 없어요?	오늘 딸기가 많이 팔려서 여기 있는 게 전부에요.
창가에 앉고 싶은데요	창가로 안내해드리겠습니다
김치찌개에 뒷다릿살 한 근이면 적당할까요?	뒷다릿살 반근이시면 충분하세요
이건 한봉지에 얼마예요	접시로는 2500원이요
식빵 다 나갔나요?	오늘 식빵이 빨리 빠졌어요
닭을 한 마리 사려고 하는데 닭볶음탕용으로 잘게 토막 내 주실 수 있나요?	원하시면 닭볶음탕용으로 잘게 토막 내서 드려요
치즈케이크 포장도 해줘요?	포장됩니다
언제 해드릴까요?	다음 주 일요일까지 될까요?
지금 시키면 언제까지 올 수 있어요?	금방 갑니다
바닐라 라테 얼마예요?	3700원입니다
한 5~6명 들어가는 젤 작은 방 있어요?	이런 방 있어요
메뉴판 보는 건 없어요?	여기 있어요
무슨 떡들이 들어가죠?	오메기떡 백설기 찹쌀떡 시루떡 콩떡이 들어가요
핑크 솔트 비엔나는 소금이 들어갔다는 거에요?	아메리카노 크림에다가 핑크 소스랑 소금을 올려서 단맛과 짠맛을 좋아하시는 분들이 선호합니다
톨사이즈로 주세요	톨사이즈로 준비해드리겠습니다
이거 말고 저렴한 거도 있죠?	세트 메뉴도 이렇게 있으니까 천천히 보시고 고르시면 되고요
네 고객님 주소지가 어떻게 되세요?	수성4가 화성 쌍용 타운 102동 1511호
에스프레소 가능한가요?	고객님
아 홀식사랑 반찬이 다른가요?	포장이 불가능한 반찬들이 많이 때문에 부득이하게 기본반찬만 해드리고 있습니다
너무 뜨거워서 그런데 여기 얼음 세 개만 넣어주세요	넣어 드리겠습니다
불고기 버거 SK 통신사 할인 가능한가요?	통신사 할인 가능합니다
대충 얼마나 걸리나요?	30분정도 걸립니다
파인애플 까놓은 거 있어요?	파인애플 까놓은 건 없어요.
날짜가 언제예요?	다음 주 수요일이요
천혜향은 가격이 어떻게 되나요?	천혜향은 한 팩에 2만 원이에요.
성곡동도 배달되나요?	배달됩니다
초코케이크로 포장해주세요	케이크랑 초, 같이 드릴게요
계절메뉴 주문가능한가요?	가능합니다.
그럼 내일 저녁 8시까지 301동 302호로 배달해 주세요	.
혹시 배달도 가능하신가요?	5천 원 추가하시면 배달 가능해요.
밀감은 얼마에요?	밀감은 다섯 개에 삼천원이에요.
저희 짬뽕하나랑 탕수육 주세요	죄송하지만 지금 탕수육이 떨어져서요
자주 이용할께요	감사합니다
몇 만원어치 사면 배달은 되세요?	배달은 저녁에만 돼요
아이스 아메리카노 한 잔이랑 라떼 따뜻하게 한 잔 주세요	아이스 아메리카노, 따뜻한 라떼 두 잔 해서 육천 육백 원 결제해드리겠습니다
여기 얼마예요?	삼천 원이요
아 그리고 튀김 일인분도 주세요	알겠습니다
여기서 멀어요?	가까우면 배달해드려요
포장할 때 용기 값 따로 내야 되는 거에요?	원래는 받았었는데 지금은 안받아요
치즈빵 맛있어요?	잘 나가는 빵입니다
자몽청 이거는 그냥 따뜻한 물에 차처럼 타먹어도 되는거죠?	따뜻하게 하셔도 되고 차갑게 하셔도되고 탄산수에 타먹어도 됩니다
아이스 아메리카노 더치커피랑 아메리카노 맛이 많이 틀리나요?	원두에 따라 다르기도 한데 일단 커피만드는 방식자체가 달라가지고 맛은 차이가 나요
자리는?	저기 안쪽 1인 바로 들어가시면 됩니다
그거는 몇 인분이에요?	주로 술안주로 드시기 때문에 네 명 정도 드실 수 있어요
뭐 들어가는데요	완두배기하고 땅콩하고 들어가요.
6호보다 조금 더 큰 사이즈는 없어요?	6호가 최고 크고 아니면 주문하셔야 하세요
브레첼 먹으려고 일찍 왔는데 얼마나 기다려야 해요?	오늘 행사가 있는 날이라 늦어지네요
치킨랩이 뭐예요?	치킨 스낵랩 말씀하시는 건데 토르티야에 양상추랑 치킨텐더랑 말려 있는 거예요
여기는 감자떡 같은 거 있어요?	감자떡은 주문해야 해요
커피는 몇 샷 들어가나요?	기본적으로 커피는 투 샷 들어갑니다
몇 시부터 몇 시까지 하시는데예?	저녁에는 주방 마감이 8시 반입니다
그럼 여기서는 얼만데요?	만 천구백 원입니다
아직 불고기 세트 할인 이벤트 하고있나요?	진동벨 울릴 때까지 기다려 주세요
짬뽕 국물을 따로 주실 수 있나요?	따로 가능합니다.
짜장면 홀에서는 사천 원이에요?	맞아요
많이 달아요?	달기보단 민트향이 강하게 나요
한 되에 몇 개 나오는데요	16개 20개 25개로 해서 잘라 달라고 하는 만큼 잘라드려요.
맞춤 예약을 하려면 언제 해야 하나요?	이틀 전 전화 주시면 됩니다
포인트 적립하시겠어요?	휴대폰 번호로 적립할게요
앞쪽에 음료수는요?	앞쪽에 음료수와 라면 기계는 무제한으로 이용 가능하십니다
어디에다 주문하시려고요?	제가 주로 혼자 있어서 멀리는 못 가고 여기 근처만 배달해요.
세트 메뉴 4개 중에 주로 어떤 게 잘 나가요?	소고기 패티가 잘 나가요
결제 카드로 되나요?	카드 결제 가능하세요.
바로 포장해드릴까요?	알겠습니다
베이커리하고 카페하고 같이 하시죠?	음료도 팔고 있습니다
퀵비 따로 드려야 되나요?	아뇨 배달료는 저희가 부담합니다
배달 시간은 얼마나 걸리나요?	30분 정도 걸립니다
네 포장은 나가시는 때 드려도 되겠습니까?	그렇게 해 주세요
달달한 음료 찾으세요?	바닐라 카라멜마끼아또도 있고 스윗앤솔티 라떼랑 연유 라떼 많이 나가는데 스윗앤솔티 라떼는 덜 달게도 가능하세요
혼자왔는데 가능해요?	들어오세요
천혜향이 선물용으로 더 괜찮겠다. 개수도 많고 그죠?	지금은 사과나 배는 비싸니까 천혜향이 선물용으로 좋아요
따듯한 라테로 준비해 드릴까요?	시원한 걸로 주세요
어묵은 하나에 얼마씩이에요?	한 꼬치당 500원이에요
큰 바나나는 얼마예요?	큰 바나나는 칠천 원이에요
아 군만두도 하나 추가요	군만두 하나 추가하겠습니다
카드 결제 가능한가요?	카드 결제 가능해요.
돼지고기 사고 싶은데요	삼겹살 오늘 괜찮아요
아 순살로 부탁드릴게요	주문 감사합니다
샘 여기는 떡 몇시에 나와요?	주문 먼저하고 앞에 나오는 건 한 아홉 시쯤이요
예약하고 왔는데요	이쪽으로 안내해 드릴게요
네 도우는 어떻게 하시겠어요?	우리밀로 하시면 천원 추가입니다
작은 거 두 잔이 어느 정도에요?	왼쪽에 보시면 저희 컵 사이즈 예시가 나와있어요
3번째 세트는 떡이 총 몇 개 들어가나요?	총 5가지 들어갑니다
아니요, 바닐라 블랙 티 라테가 뭐예요?	홍차 파우더 들어간 음료에 바닐라 시럽 넣어서 달콤하게 드실 수 있는 티 라테에요
이건 얼마 정도 해요?	백설기는 만 삼천 원, 콩 들어가는 건 만 오천 원이에요.
밀면이 뭐예요?	밀면은 시원하게 먹는 건데 밀가루로 반죽을 해서 면을 뽑아서 나오는 거죠
통신사 할인은 얼마나 가능한가요?	통신사는 10% 할인돼요
카페라테 가격이 얼마에요?	4500원입니다
차는 어디다 세워요?	가게 앞에 차가 없으면 주차하시면 되고요 아니면 다른 곳에 세워야돼요
네 얼마예요?	한 팩에 2000원이에요
삼겹살 국산, 수입산 있나요?	한 돈도 있고 뉴질랜드 산도 있어요
여기가 체인점입니까?	맞아요
포장해가는 것도 가능해요?	포장도 가능합니다
이것만 계산해주세요	만 원입니다
예전에는 체인점이였어요?	처음에 오픈할 때는 체인이였는데 지금은 아니죠
세트는 5600원이고 단품은 가격이 얼마예요?	단품은 3400원이요 단품은 인크레더블 버거나 화이트 갈릭 버거가 제일 맛있어요
칭따오 주세요	가져다 드릴게요
그러면 우럭 1.5kg 주시겠어요?	주문은 1kg 단위로만 주문 가능하세요
어떤 피자가 있나요?	제일 많이들 찾으시는 거는 불고기나 고구마나 콤비네이션 베이컨 이렇게 네 가지입니다
케이크 하나 포장해주시겠어요?	케이크 바로 안 드시면 냉장 보관해주세요
적립은 번호 찍을게요	번호 찍어 주세요
